87.4,34.3,23.79,15.88,10.51,7.08,4.03,194
87.6,34.45,23.88,15.98,10.57,7.16,3.98,195
87.8,34.54,23.93,15.99,10.65,7.2,4.04,196
88,34.71,24.09,16.12,10.62,7.27,4.06,196
88.2,34.95,24.2,16.19,10.7,7.28,4.16,197
88.4,35,24.33,16.27,10.78,7.39,4.18,198
88.6,35.08,24.44,16.4,10.84,7.34,4.18,198
88.8,35.28,24.52,16.39,10.91,7.39,4.16,199
89,35.53,24.58,16.48,10.91,7.41,4.22,199
89.2,35.55,24.77,16.55,11,7.45,4.22,200
89.4,35.73,24.84,16.66,11.05,7.48,4.23,201
89.6,35.91,24.91,16.73,11.09,7.49,4.3,201
89.8,35.93,25.05,16.79,11.13,7.55,4.3,202
90,36.16,25.16,16.86,11.14,7.55,4.35,202
90.2,36.31,25.23,16.94,11.25,7.63,4.37,203
90.4,36.45,25.37,17.03,11.26,7.77,4.38,204
90.6,36.55,25.44,17.06,11.38,7.73,4.5,204
90.8,36.71,25.52,17.16,11.46,7.77,4.48,205
91,36.88,25.61,17.28,11.45,7.83,4.44,206
91.2,37,25.79,17.4,11.53,7.83,4.48,206
91.4,37.15,25.84,17.35,11.59,7.9,4.53,207
91.6,37.32,25.95,17.46,11.61,7.96,4.49,207
91.8,37.41,26.1,17.5,11.68,7.95,4.56,208
92,37.55,26.16,17.57,11.67,8.02,4.56,209
92.2,37.73,26.28,17.63,11.81,8.09,4.58,209
92.4,37.91,26.38,17.77,11.84,8.08,4.64,210
92.6,38.05,26.51,17.85,11.91,8.09,4.7,210
92.8,38.2,26.61,17.9,11.99,8.17,4.7,211
93,38.39,26.71,18.02,12.02,8.15,4.72,212
93.2,38.48,26.81,18.12,12.05,8.23,4.72,212
93.4,38.63,26.95,18.2,12.16,8.25,4.79,213
93.6,38.81,27.08,18.18,12.2,8.3,4.8,213
93.8,38.95,27.17,18.29,12.2,8.38,4.83,214
94,39.02,27.27,18.38,12.28,8.42,4.83,215
94.2,39.17,27.34,18.38,12.33,8.44,4.84,215
94.4,39.4,27.5,18.57,12.41,8.51,4.91,216
94.6,39.51,27.66,18.63,12.46,8.54,4.88,216
